Round,Drawing date,First place winners,Second place winners,Third place winners,Fourth place winners,Fifth place winners,1,2,3,4,5,6,Bonus,Total purchased money,Total purchased tickets,Expected First Winner,Expected Second Winner,Expected Third Winner,Expected Fourth Winner,Expected Fifth Winner
185,2006.06.17,3,34,1228,65938,1055823,1,2,4,8,19,38,14,45783088000,45783088,5.620963873,33.72578324,1281.577875,62459.87449,1017401.956
186,2006.06.24,9,46,1169,58566,984795,4,10,14,19,21,45,9,45484428000,45484428,5.584296248,33.50577749,1273.217669,62052.42565,1010765.067
187,2006.07.01,7,19,1253,59780,981217,1,2,8,18,29,38,42,45855961000,45855961,5.629910768,33.77946461,1283.617764,62559.29195,1019021.356
188,2006.07.08,3,33,1320,61227,1016219,19,24,27,30,31,34,36,45176242000,45176242,5.546459081,33.27875448,1264.590807,61631.9809,1003916.489
189,2006.07.15,3,33,1085,52193,903280,8,14,32,35,37,45,28,43650551000,43650551,5.359144193,32.15486516,1221.883076,59550.54707,970012.2444
190,2006.07.22,6,33,1016,53791,918127,8,14,18,30,31,44,15,44864459000,44864459,5.508180296,33.04908177,1255.863257,61206.62892,996987.9778
191,2006.07.29,4,23,1145,59650,1017334,5,6,24,25,32,37,8,44534869000,44534869,5.467715278,32.80629167,1246.637247,60756.98363,989663.7556
192,2006.08.05,4,38,1098,55766,943042,4,8,11,18,37,45,33,42035065000,42035065,5.160804831,30.96482899,1176.661768,57346.60982,934112.5556
193,2006.08.12,3,20,1135,58638,974398,6,14,18,26,36,39,13,43788477000,43788477,5.376077893,32.25646736,1225.743954,59738.71351,973077.2667
194,2006.08.19,4,21,1072,53559,917061,15,20,23,26,39,44,28,44511515000,44511515,5.464848018,32.78908811,1245.983512,60725.12278,989144.7778
195,2006.08.26,11,66,1691,70324,1067833,7,10,19,22,35,40,31,44374725000,44374725,5.44805379,32.68832274,1242.154434,60538.50614,986105
196,2006.09.02,15,27,1518,58079,937967,35,36,37,41,44,45,30,45773496000,45773496,5.619786226,33.71871736,1281.309372,62446.78854,1017188.8
197,2006.09.09,6,42,1229,58551,993294,7,12,16,34,42,45,4,45993306000,45993306,5.646773136,33.88063882,1287.462378,62746.66576,1022073.467
198,2006.09.16,6,25,1050,55693,965692,12,19,20,25,41,45,2,45614021000,45614021,5.600206874,33.60124124,1276.845286,62229.22374,1013644.911
199,2006.09.23,2,23,1049,55426,939272,14,21,22,25,30,36,43,45021068000,45021068,5.527407778,33.16444667,1260.247117,61420.28377,1000468.178
200,2006.09.30,8,58,1387,66233,1078398,5,6,13,14,17,20,7,46640423000,46640423,5.726222152,34.35733291,1305.576727,63629.49932,1036453.844
201,2006.10.07,1,37,1347,61045,985655,3,11,24,38,39,44,26,42254768000,42254768,5.187778604,31.12667163,1182.811779,57646.34106,938994.8444
202,2006.10.14,6,40,1232,62532,1043620,12,14,27,33,39,44,17,48304034000,48304034,5.930470003,35.58282002,1352.145169,65899.09141,1073422.978
203,2006.10.21,5,43,1328,66916,1095728,1,3,11,24,30,32,7,47033359000,47033359,5.774464399,34.6467864,1316.575943,64165.5648,1045185.756
204,2006.10.28,8,23,1180,57646,985516,3,12,14,35,40,45,5,46077750000,46077750,5.657140647,33.94284388,1289.826167,62861.86903,1023950
205,2006.11.04,6,21,1098,56067,962608,1,3,21,29,35,37,30,46330516000,46330516,5.688173691,34.12904214,1296.901691,63206.70668,1029567.022
206,2006.11.11,5,36,1549,66445,1044599,1,2,3,15,20,25,43,44326979000,44326979,5.442191832,32.65315099,1240.81791,60473.36835,985043.9778
207,2006.11.18,5,37,1203,60871,1020444,3,11,14,31,32,37,38,45282336000,45282336,5.559484645,33.35690787,1267.560632,61776.72033,1006274.133
208,2006.11.25,6,34,1224,64277,1030103,14,25,31,34,40,44,24,45516378000,45516378,5.588218871,33.52931323,1274.112026,62096.01364,1011475.067
209,2006.12.02,6,34,1358,65973,1053545,2,7,18,20,24,33,37,43753377000,43753377,5.371768532,32.23061119,1224.761421,59690.8281,972297.2667
210,2006.12.09,2,46,1298,64325,1049739,10,19,22,23,25,37,39,44757963000,44757963,5.495105377,32.97063226,1252.88218,61061.34106,994621.4
211,2006.12.16,10,29,1308,64785,1080600,12,13,17,20,33,41,8,45332675000,45332675,5.565664955,33.39398973,1268.96974,61845.39563,1007392.778
212,2006.12.23,4,36,1228,64059,1066249,11,12,18,21,31,38,8,46139120000,46139120,5.664675276,33.98805165,1291.54406,62945.59345,1025313.778
213,2006.12.30,8,33,1977,95451,1203368,2,3,4,5,20,24,42,48745094000,48745094,5.984620617,35.9077237,1364.49149,66500.81037,1083224.311
214,2007.01.06,8,36,1433,70219,1167625,5,7,20,25,28,37,32,49195740000,49195740,6.03994814,36.23968884,1377.106147,67115.60709,1093238.667
215,2007.01.13,7,32,1248,65898,1062967,2,3,7,15,43,44,4,47675761000,47675761,5.853334537,35.12000722,1334.558308,65041.96589,1059461.356
216,2007.01.20,13,63,2612,79174,1157342,7,16,17,33,36,40,1,48342018000,48342018,5.935133443,35.61080066,1353.208431,65950.91132,1074267.067
217,2007.01.27,7,29,1206,64156,1066490,16,20,27,33,35,39,38,48260644000,48260644,5.925142847,35.55085708,1350.930579,65839.89632,1072458.756
218,2007.02.03,4,26,1203,60492,996397,1,8,14,18,29,44,20,47018314000,47018314,5.772617267,34.6357036,1316.154798,64145.03956,1044851.422
219,2007.02.10,9,41,1292,63889,1065147,4,11,20,26,35,37,16,46903745000,46903745,5.758551195,34.55130717,1312.947738,63988.73806,1042305.444
220,2007.02.17,6,28,1317,67271,1122150,5,11,19,21,34,43,31,50383399000,50383399,6.185761554,37.11456932,1410.351556,68735.87858,1119631.089
221,2007.02.24,6,44,1608,75459,1167205,2,20,33,35,37,40,10,47674135000,47674135,5.853134906,35.11880944,1334.512793,65039.74761,1059425.222
222,2007.03.03,5,33,1105,57093,981530,5,7,28,29,39,43,44,47735197000,47735197,5.86063172,35.16379032,1336.222064,65123.05184,1060782.156
223,2007.03.10,7,39,1416,67509,1107956,1,3,18,20,26,27,38,46036874000,46036874,5.652122145,33.91273287,1288.681951,62806.10368,1023041.644
224,2007.03.17,6,26,1158,60549,1025571,4,19,26,27,30,42,7,46435109000,46435109,5.701014971,34.20608983,1299.829498,63349.39836,1031891.311
225,2007.03.24,6,41,1287,65281,1080798,5,11,13,19,31,36,7,46352016000,46352016,5.690813327,34.14487996,1297.503527,63236.0382,1030044.8
226,2007.03.31,6,38,1305,64076,1026364,2,6,8,14,21,22,34,45145643000,45145643,5.542702325,33.25621395,1263.734268,61590.23602,1003236.511
227,2007.04.07,2,24,1103,56663,942116,4,5,15,16,22,42,2,44444776000,44444776,5.456654217,32.7399253,1244.115329,60634.07367,987661.6889
228,2007.04.14,9,39,1338,66002,1036309,17,25,35,36,39,44,23,44764100000,44764100,5.49585884,32.97515304,1253.053969,61069.71351,994757.7778
229,2007.04.21,7,27,1312,67524,1089603,4,5,9,11,23,38,35,44762989000,44762989,5.495722438,32.97433463,1253.02287,61068.19782,994733.0889
230,2007.04.28,8,25,1037,56346,971324,5,11,14,29,32,33,12,44191351000,44191351,5.425540266,32.5532416,1237.021358,60288.33697,982030.0222
231,2007.05.05,9,19,1267,59311,970465,5,10,19,31,44,45,27,42355627000,42355627,5.200161448,31.20096869,1185.635063,57783.93861,941236.1556
232,2007.05.12,9,18,1268,65000,1023708,8,9,10,12,24,44,35,43564632000,43564632,5.34859559,32.09157354,1219.477998,59433.33151,968102.9333
233,2007.05.19,10,26,1274,62535,1021168,4,6,13,17,28,40,39,43516805000,43516805,5.342723688,32.05634213,1218.139206,59368.08322,967040.1111
234,2007.05.26,4,23,1049,54926,921750,13,21,22,24,26,37,4,42814085000,42814085,5.25644808,31.53868848,1198.468397,58409.39291,951424.1111
235,2007.06.02,3,29,1178,59548,901409,21,22,26,27,31,37,8,43347391000,43347391,5.321924087,31.93154452,1213.396904,59136.95907,963275.3556
236,2007.06.09,2,41,1046,54480,940827,1,4,8,13,37,39,7,42941871000,42941871,5.272136854,31.63282112,1202.045432,58583.72578,954263.8
237,2007.06.16,7,39,1098,57338,974357,1,11,17,21,24,44,33,43358287000,43358287,5.32326183,31.93957098,1213.701909,59151.82401,963517.4889
238,2007.06.23,9,29,1066,54591,930266,2,4,15,28,31,34,35,42952477000,42952477,5.273438992,31.64063395,1202.342319,58598.19509,954499.4889
239,2007.06.30,9,29,1083,55850,927236,11,15,24,39,41,44,7,43296565000,43296565,5.315683985,31.89410391,1211.974163,59067.61937,962145.8889
240,2007.07.07,2,28,1084,57376,961510,6,10,16,40,41,43,21,43603443000,43603443,5.353360565,32.12016339,1220.56441,59486.27967,968965.4
241,2007.07.14,4,34,967,53783,922001,2,16,24,27,28,35,21,43246894000,43246894,5.309585688,31.85751413,1210.583753,58999.85539,961042.0889
242,2007.07.21,8,36,1245,60644,975863,4,19,20,21,32,34,43,42679760000,42679760,5.239956489,31.43973893,1194.708319,58226.13915,948439.1111
243,2007.07.28,4,29,1089,54055,918683,2,12,17,19,28,42,34,41304830000,41304830,5.071151103,30.42690662,1156.220748,56350.38199,917885.1111
244,2007.08.04,1,25,1096,54930,900577,13,16,25,36,37,38,19,39411047000,39411047,4.83864416,29.03186496,1103.209243,53766.77626,875801.0444
245,2007.08.11,7,35,1092,57445,959435,9,11,27,31,32,38,22,41854623000,41854623,5.138651281,30.83190768,1171.610766,57100.44065,930102.7333
246,2007.08.18,5,26,1294,59600,959025,13,18,21,23,26,39,15,41453154000,41453154,5.089361404,30.53616843,1160.372691,56552.73397,921181.2
247,2007.08.25,6,29,1019,52284,884542,12,15,28,36,39,40,13,42231698000,42231698,5.184946213,31.10967728,1182.165995,57614.86767,938482.1778
248,2007.09.01,8,23,1155,58847,961562,3,8,17,23,38,45,13,42348403000,42348403,5.19927453,31.19564718,1185.432846,57774.08322,941075.6222
249,2007.09.08,6,29,1169,56034,926776,3,8,27,31,41,44,11,42539134000,42539134,5.2226913,31.3361478,1190.771862,58034.28922,945314.0889
250,2007.09.15,5,17,1051,51328,887737,19,23,30,37,43,45,38,42122808000,42122808,5.171577373,31.02946424,1179.117904,57466.31378,936062.4
251,2007.09.22,8,40,1242,62015,1028991,6,7,19,25,28,38,45,44493014000,44493014,5.46257658,32.77545948,1245.465625,60699.88267,988733.6444
252,2007.09.29,7,24,1087,51895,874916,14,23,26,31,39,45,28,41207920000,41207920,5.059253093,30.35551856,1153.508006,56218.1719,915731.5556
253,2007.10.06,4,20,1169,57084,942682,8,19,25,31,34,36,33,42309347000,42309347,5.194479476,31.16687686,1184.339576,57720.80082,940207.7111
254,2007.10.13,1,33,1225,59196,978906,1,5,19,20,24,30,27,42259113000,42259113,5.188312057,31.12987234,1182.933406,57652.26876,939091.4
255,2007.10.20,6,13,1054,55422,945297,1,5,6,24,27,42,32,41425341000,41425341,5.085946697,30.51568018,1159.594138,56514.7899,920563.1333
256,2007.10.27,2,34,1192,56975,938980,4,11,14,21,23,43,32,41996580000,41996580,5.156079882,30.93647929,1175.584481,57294.10641,933257.3333
257,2007.11.03,4,18,1233,57977,954861,6,13,27,31,32,37,4,41433637000,41433637,5.086965228,30.52179137,1159.826363,56526.10778,920747.4889
258,2007.11.10,4,28,1724,54638,901197,14,27,30,31,38,40,17,41364428000,41364428,5.078468176,30.47080905,1157.889038,56431.68895,919209.5111
259,2007.11.17,2,25,1030,50402,864868,4,5,14,35,42,45,34,40905570000,40905570,5.022132434,30.1327946,1145.044508,55805.68895,909012.6667
260,2007.11.24,4,26,1284,58258,933907,7,12,15,24,37,40,43,40140211000,40140211,4.928166398,29.56899839,1123.620283,54761.54297,892004.6889
261,2007.12.01,3,32,1104,56285,929205,6,11,16,18,31,43,2,41215041000,41215041,5.060127366,30.36076419,1153.70734,56227.88677,915889.8
262,2007.12.08,2,21,1106,54807,910729,9,12,24,25,29,31,36,39232234000,39232234,4.816690608,28.90014365,1098.203841,53522.82947,871827.4222
263,2007.12.15,6,27,937,50490,864303,1,27,28,32,37,40,18,39677128000,39677128,4.871311936,29.22787162,1110.657485,54129.77899,881713.9556
264,2007.12.22,7,27,1047,50096,840243,9,16,27,36,41,44,5,39783178000,39783178,4.884332098,29.30599259,1113.626078,54274.45839,884070.6222
265,2007.12.29,8,19,1010,52966,889156,5,9,34,37,38,39,12,40913922000,40913922,5.02315784,30.13894704,1145.2783,55817.08322,909198.2667
266,2008.01.05,3,36,1194,58820,986495,3,4,9,11,22,42,37,41937067000,41937067,5.148773244,30.89263946,1173.91857,57212.91542,931934.8222
267,2008.01.12,3,28,1141,55101,925922,7,8,24,34,36,41,1,41835853000,41835853,5.136346816,30.8180809,1171.085349,57074.83356,929685.6222
268,2008.01.19,7,35,1362,61857,969153,3,10,19,24,32,45,12,41213802000,41213802,5.059975249,30.35985149,1153.672657,56226.19645,915862.2667
269,2008.01.26,5,22,1014,50514,866762,5,18,20,36,42,43,32,41357619000,41357619,5.077632209,30.46579325,1157.698438,56422.39973,919058.2
270,2008.02.02,5,32,1242,59807,971485,5,9,12,20,21,26,27,41845351000,41845351,5.137512922,30.82507753,1171.35122,57087.79127,929896.6889
271,2008.02.09,6,28,1256,59418,956127,3,8,9,27,29,40,36,40879633000,40879633,5.018948049,30.1136883,1144.318469,55770.30423,908436.2889
272,2008.02.16,9,39,1370,63219,1017199,7,9,12,27,39,43,28,43310674000,43310674,5.317416201,31.9044972,1212.369108,59086.86767,962459.4222
273,2008.02.23,3,21,1096,56192,942078,1,8,24,31,34,44,6,42816211000,42816211,5.256709097,31.54025458,1198.527908,58412.29332,951471.3556
274,2008.03.01,4,37,1254,57315,923057,13,14,15,26,35,39,25,42631711000,42631711,5.23405733,31.40434398,1193.363313,58160.58799,947371.3556
275,2008.03.08,1,19,991,51657,884959,14,19,20,35,38,40,26,42329813000,42329813,5.196992165,31.18195299,1184.912468,57748.72169,940662.5111
276,2008.03.15,3,31,1161,59894,944192,4,15,21,33,39,41,25,42567610000,42567610,5.226187407,31.35712444,1191.568973,58073.13779,945946.8889
277,2008.03.22,3,31,1104,55271,914243,10,12,13,15,25,29,20,41868708000,41868708,5.14038055,30.8422833,1172.005039,57119.65621,930415.7333
278,2008.03.29,3,27,1089,55643,922288,3,11,37,39,41,43,13,41088180000,41088180,5.044552158,30.26731295,1150.156198,56054.81583,913070.6667
279,2008.04.05,5,27,1088,55421,922712,7,16,31,36,37,38,11,41130542000,41130542,5.049753102,30.29851861,1151.342011,56112.60846,914012.0444
280,2008.04.12,7,27,1145,53915,905130,10,11,23,24,36,37,35,40673999000,40673999,4.993701581,29.96220949,1138.562283,55489.76671,903866.6444
281,2008.04.19,6,37,1491,74543,970685,1,3,4,6,14,41,12,40800514000,40800514,5.009234309,30.05540585,1142.10374,55662.36562,906678.0889
282,2008.04.26,7,32,1523,66297,1020328,2,5,10,18,31,32,30,41051175000,41051175,5.040008913,30.24005348,1149.120339,56004.33151,912248.3333
283,2008.05.03,3,24,1061,52989,876107,6,8,18,31,38,45,42,40133316000,40133316,4.927319872,29.56391923,1123.427276,54752.13643,891851.4667
284,2008.05.10,3,14,955,50537,859700,2,7,15,24,30,45,28,39773403000,39773403,4.883131984,29.29879191,1113.352452,54261.12278,883853.4
285,2008.05.17,3,26,1017,51283,872117,13,33,37,40,41,45,2,40364871000,40364871,4.955748761,29.73449256,1129.909053,55068.03683,896997.1333
286,2008.05.24,3,27,1033,48857,857882,1,15,19,40,42,44,17,40944483000,40944483,5.026909931,30.16145958,1146.133776,55858.77626,909877.4
287,2008.05.31,7,37,1330,60597,962149,6,12,24,27,35,37,41,40623489000,40623489,4.987500276,29.92500166,1137.148388,55420.85812,902744.2
288,2008.06.07,4,24,1056,50246,853998,1,12,17,28,35,41,10,39970134000,39970134,4.907285398,29.44371239,1118.859422,54529.51432,888225.2
289,2008.06.14,0,24,1019,52281,880103,3,14,33,37,38,42,10,39406643000,39406643,4.838103464,29.02862078,1103.085965,53760.76808,875703.1778
290,2008.06.21,13,61,2297,106752,1783529,8,13,18,32,39,45,7,80362302000,80362302,9.866385515,59.19831309,2249.532583,109634.7913,1785828.933
291,2008.06.28,7,39,1227,62513,1029643,3,7,8,18,20,42,45,44143418000,44143418,5.419655349,32.5179321,1235.679599,60222.94407,980964.8444
292,2008.07.05,14,37,1688,66893,977718,17,18,31,32,33,34,10,43394631000,43394631,5.327723921,31.96634353,1214.719264,59201.40655,964325.1333
293,2008.07.12,6,21,1154,61059,926442,1,9,17,21,29,33,24,42399708000,42399708,5.20557344,31.23344064,1186.868996,57844.0764,942215.7333
294,2008.07.19,4,26,1137,56795,947708,6,10,17,30,37,38,40,41563813000,41563813,5.102947431,30.61768458,1163.4703,56703.70123,923640.2889
295,2008.07.26,0,26,1013,55376,950380,1,4,12,16,18,38,8,42248135000,42248135,5.186964246,31.12178547,1182.626106,57637.29195,938847.4444
296,2008.08.02,8,53,2066,89945,1435988,3,8,15,27,30,45,44,63377899000,63377899,7.78114575,46.6868745,1774.098617,86463.70941,1408397.756
297,2008.08.09,2,28,1275,61258,993035,6,11,19,20,28,32,34,43641475000,43641475,5.358029898,32.14817939,1221.629017,59538.16508,969810.5556
298,2008.08.16,1,40,1353,63561,1011908,5,9,27,29,37,40,19,43151675000,43151675,5.297895289,31.78737173,1207.918346,58869.95225,958926.1111
299,2008.08.23,7,29,1118,58114,984255,1,3,20,25,36,45,24,44463909000,44463909,5.459003249,32.75401949,1244.650907,60660.17599,988086.8667
300,2008.08.30,12,34,1416,70193,1102135,7,9,10,12,26,38,39,44465047000,44465047,5.459142965,32.75485779,1244.682762,60661.72851,988112.1556
301,2008.09.06,7,47,1271,65756,1060486,7,11,13,33,37,43,26,44377177000,44377177,5.448354831,32.69012899,1242.223071,60541.8513,986159.4889
302,2008.09.13,2,44,1134,59455,990149,13,19,20,32,38,42,4,46382605000,46382605,5.694568855,34.16741313,1298.359786,63277.76944,1030724.556
303,2008.09.20,6,29,1158,56266,938678,2,14,17,30,38,45,43,42841760000,42841760,5.259845845,31.55907507,1199.243086,58447.1487,952039.1111
304,2008.09.27,6,37,1426,62096,992573,4,10,16,26,33,41,38,43158653000,43158653,5.298752004,31.79251203,1208.113677,58879.47203,959081.1778
305,2008.10.04,5,34,1377,66162,1049049,7,8,18,21,23,39,9,43960659000,43960659,5.397217332,32.38330399,1230.563739,59973.61392,976903.5333
306,2008.10.11,5,23,1219,56687,937697,4,18,23,30,34,41,19,44421462000,44421462,5.453791869,32.72275121,1243.462714,60602.26739,987143.6
307,2008.10.18,4,28,1177,59400,937908,5,15,21,23,25,45,12,43880990000,43880990,5.387436066,32.32461639,1228.333613,59864.92497,975133.1111
308,2008.10.25,1,27,978,53749,922984,14,15,17,19,37,45,40,43339416000,43339416,5.320944965,31.92566979,1213.173665,59126.07913,963098.1333
309,2008.11.01,11,25,1390,69125,1109802,1,2,5,11,18,36,22,44157528000,44157528,5.421387688,32.52832613,1236.074572,60242.19372,981278.4
310,2008.11.08,8,29,1086,53956,913906,1,5,19,28,34,41,16,43718082000,43718082,5.367435231,32.20461138,1223.77343,59642.67667,971512.9333
311,2008.11.15,8,43,1363,64780,1020412,4,12,24,27,28,32,10,43209215000,43209215,5.304959693,31.82975816,1209.529028,58948.45157,960204.7778
312,2008.11.22,15,58,2064,91934,1080450,2,3,5,6,12,20,25,42255391000,42255391,5.187855093,31.12713056,1182.829218,57647.191,939008.6889
313,2008.11.29,6,26,1120,55743,936364,9,17,34,35,43,45,2,43672096000,43672096,5.361789355,32.17073613,1222.486172,59579.93997,970491.0222
314,2008.12.06,6,24,1067,54892,911785,15,17,19,34,38,41,2,42328094000,42328094,5.196781116,31.1806867,1184.864349,57746.37653,940624.3111
315,2008.12.13,8,32,1063,56207,943975,1,13,33,35,43,45,23,44339180000,44339180,5.443689795,32.66213877,1241.159445,60490.01364,985315.1111
316,2008.12.20,6,29,1398,68356,1060204,10,11,21,27,31,39,43,44073768000,44073768,5.411104154,32.46662492,1233.729929,60127.9236,979417.0667
317,2008.12.27,4,25,1132,57565,978500,3,10,11,22,36,39,8,44135114000,44135114,5.418635836,32.51181501,1235.44715,60211.61528,980780.3111
318,2009.01.03,9,28,1381,64077,1044063,2,17,19,20,34,45,21,46663728000,46663728,5.729083395,34.37450037,1306.22909,63661.29332,1036971.733
319,2009.01.10,5,26,1151,59490,984086,5,8,22,28,33,42,37,45435183000,45435183,5.578250252,33.46950151,1271.839184,61985.24284,1009670.733
320,2009.01.17,2,25,1081,57061,990610,16,19,23,25,41,45,3,46659886000,46659886,5.728611698,34.37167019,1306.121543,63656.05184,1036886.356
321,2009.01.24,6,35,1276,68791,1143526,12,18,20,21,25,34,42,50617982000,50617982,6.214562201,37.28737321,1416.918094,69055.90996,1124844.044
322,2009.01.31,6,29,1465,67829,1085740,9,18,29,32,38,43,20,48948294000,48948294,6.009568254,36.05740952,1370.179543,66778.02729,1087739.867
323,2009.02.07,8,27,1175,60796,1024880,10,14,15,32,36,42,3,49209477000,49209477,6.041634684,36.2498081,1377.490679,67134.34789,1093543.933
324,2009.02.14,6,40,1228,62473,1068571,2,4,21,25,33,36,17,47988317000,47988317,5.891708226,35.35024935,1343.307496,65468.37244,1066407.044
325,2009.02.21,6,33,1258,62629,1051453,7,17,20,32,44,45,33,46636979000,46636979,5.725799319,34.35479591,1305.480321,63624.80082,1036377.311
326,2009.02.28,6,31,1335,64087,1058186,16,23,25,33,36,39,40,47224551000,47224551,5.797937768,34.78762661,1321.927864,64426.39973,1049434.467
327,2009.03.07,12,39,1242,63599,1048457,6,12,13,17,32,44,24,45791560000,45791560,5.622004012,33.73202407,1281.815026,62471.43247,1017590.222
328,2009.03.14,6,30,1380,66590,1092107,1,6,9,16,17,28,24,47316988000,47316988,5.809286611,34.85571966,1324.515396,64552.5075,1051488.622
329,2009.03.21,6,33,1215,62711,1059068,9,17,19,30,35,42,4,47198504000,47198504,5.794739879,34.76843927,1321.198746,64390.86494,1048855.644
330,2009.03.28,9,32,1431,69225,1099109,3,4,16,17,19,20,23,45859496000,45859496,5.630344773,33.78206864,1283.716717,62564.1146,1019099.911
331,2009.04.04,5,45,1365,64617,1054309,4,9,14,26,31,44,39,46641467000,46641467,5.726350328,34.35810197,1305.605951,63630.9236,1036477.044
332,2009.04.11,8,37,1098,59833,979060,16,17,34,36,42,45,3,46042557000,46042557,5.652819869,33.91691921,1288.841031,62813.85675,1023167.933
333,2009.04.18,7,36,1365,59991,982937,5,14,27,30,39,43,35,46019070000,46019070,5.64993628,33.89961768,1288.183574,62781.81446,1022646
334,2009.04.25,7,31,1055,52311,890292,13,15,21,29,39,43,33,44439656000,44439656,5.456025616,32.73615369,1243.972008,60627.08868,987547.9111
335,2009.05.02,5,28,1222,60578,1001927,5,9,16,23,26,45,21,43977478000,43977478,5.399282264,32.39569359,1231.034543,59996.55935,977277.2889
336,2009.05.09,6,30,989,54887,935668,3,5,20,34,35,44,16,43069333000,43069333,5.287785848,31.72671509,1205.613397,58757.61664,957096.2889
337,2009.05.16,8,33,1194,59392,989912,1,5,14,18,32,37,4,43432467000,43432467,5.332369191,31.99421514,1215.778384,59253.02456,965165.9333
338,2009.05.23,3,39,1123,54492,930171,2,13,34,38,42,45,16,43136020000,43136020,5.295973265,31.77583959,1207.480125,58848.59482,958578.2222
339,2009.05.30,9,32,1107,54545,913229,6,8,14,21,30,37,45,42035640000,42035640,5.160875426,30.96525256,1176.677864,57347.39427,934125.3333
340,2009.06.06,7,35,1125,56209,930628,18,24,26,29,34,38,32,42892121000,42892121,5.266028857,31.59617314,1200.65281,58515.85402,953158.2444
341,2009.06.13,7,33,1235,58756,978760,1,8,19,34,39,43,41,44722448000,44722448,5.490745065,32.94447039,1251.88803,61012.8895,993832.1778
342,2009.06.20,3,29,1177,56149,924123,1,13,14,33,34,43,25,43782188000,43782188,5.375305768,32.25183461,1225.56791,59730.1337,972937.5111
343,2009.06.27,6,29,1096,53794,931340,1,10,17,29,31,43,15,43656460000,43656460,5.359869663,32.15921798,1222.048483,59558.60846,970143.5556
344,2009.07.04,7,23,1106,56496,960640,1,2,15,28,34,45,38,43838886000,43838886,5.382266797,32.29360078,1227.155022,59807.48431,974197.4667
345,2009.07.11,2,38,1028,50722,884042,15,20,23,29,39,42,2,43530937000,43530937,5.344458727,32.06675236,1218.534795,59387.36289,967354.1556
346,2009.07.18,5,26,1146,54509,923360,5,13,14,22,44,45,33,42862389000,42862389,5.262378546,31.57427128,1199.820541,58475.29195,952497.5333
347,2009.07.25,7,38,1399,63761,1023184,3,8,13,27,32,42,10,44219740000,44219740,5.429025692,32.57415415,1237.816034,60327.06685,982660.8889
348,2009.08.01,3,37,1222,65694,978637,3,14,17,20,24,31,34,42786310000,42786310,5.253038038,31.51822823,1197.690908,58371.50068,950806.8889
349,2009.08.08,3,37,1168,59338,990178,5,13,14,20,24,25,36,43433870000,43433870,5.332541442,31.99524865,1215.817658,59254.93861,965197.1111
350,2009.08.15,9,23,1197,57420,964952,1,8,18,24,29,33,35,42681094000,42681094,5.240120269,31.44072162,1194.745661,58227.95907,948468.7556
351,2009.08.22,4,29,1137,55472,950273,5,25,27,29,34,36,33,43947492000,43947492,5.395600769,32.37360461,1230.195163,59955.65075,976610.9333
352,2009.08.29,6,29,1166,58931,1006238,5,16,17,20,26,41,24,44719545000,44719545,5.490388653,32.94233192,1251.806769,61008.92906,993767.6667
353,2009.09.05,2,29,1042,54217,928067,11,16,19,22,29,36,26,44552925000,44552925,5.469932082,32.81959249,1247.142677,60781.61664,990065
354,2009.09.12,5,34,1014,54318,930195,14,19,36,43,44,45,1,44709689000,44709689,5.489178594,32.93507156,1251.530876,60995.48295,993548.6444
355,2009.09.19,5,24,1094,54130,925997,5,8,29,30,35,44,38,45017050000,45017050,5.526914473,33.16148684,1260.134643,61414.80218,1000378.889
356,2009.09.26,9,37,1263,61162,996940,2,8,14,25,29,45,24,44684958000,44684958,5.486142275,32.91685365,1250.838596,60961.74352,992999.0667
357,2009.10.03,2,27,1116,56547,980978,10,14,18,21,36,37,5,45232409000,45232409,5.553354917,33.3201295,1266.163056,61708.60709,1005164.644
358,2009.10.10,3,44,1382,68247,1092528,1,9,10,12,21,40,37,45651829000,45651829,5.604848706,33.62909224,1277.903622,62280.80355,1014485.089
359,2009.10.17,8,37,1656,73283,1097592,1,10,19,20,24,40,23,45288256000,45288256,5.560211466,33.36126879,1267.726346,61784.79673,1006405.689
360,2009.10.24,3,33,1208,60311,1005187,4,16,23,25,35,40,27,45719032000,45719032,5.613099474,33.67859684,1279.784795,62372.48568,1015978.489
361,2009.10.31,7,34,1463,67347,1068999,5,10,16,24,27,35,33,45062676000,45062676,5.532516151,33.19509691,1261.411824,61477.04775,1001392.8
362,2009.11.07,6,26,1173,56798,974787,2,3,22,27,30,40,29,44336363000,44336363,5.443343941,32.66006365,1241.08059,60486.17053,985252.5111
363,2009.11.14,4,33,1216,59672,998514,11,12,14,21,32,38,6,44863948000,44863948,5.508117558,33.04870535,1255.848953,61205.93179,996976.6222
364,2009.11.21,4,37,1259,63195,1043314,2,5,7,14,16,40,4,44192004000,44192004,5.425620437,32.55372262,1237.039637,60289.22783,982044.5333
365,2009.11.28,1,35,1181,62472,1014701,5,15,21,25,26,30,31,45806066000,45806066,5.623784969,33.74270981,1282.221084,62491.22237,1017912.578
366,2009.12.05,2,39,1617,71467,1028514,5,12,19,26,27,44,38,45962166000,45962166,5.64294996,33.85769976,1286.590695,62704.18281,1021381.467
367,2009.12.12,7,37,1049,55158,955212,3,22,25,29,32,44,19,46459307000,46459307,5.703985852,34.22391511,1300.506858,63382.41064,1032429.044
368,2009.12.19,7,38,1195,57581,954346,11,21,24,30,39,45,26,43746046000,43746046,5.370868477,32.22521086,1224.556209,59680.82674,972134.3556
